Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes,Cost Category,Primary Cuisine,Normalized Rating
6601602,Taco Pep,30,brasí_lia,"Vila Malls, Avenida das Castanheiras, Lote 1060, íguas Claras, Brasí_lia",íguas claras,"mexican, grill",100,Brazilian Real(R$),No,No,4,4.3,29,low,mexican,4.5102040816326525
6601589,Coco Bambu,30,brasí_lia,"Brasí_lia Shopping - Piso 2, SCN 5, Bloco A, Asa Norte, Brasí_lia","brasí_lia shopping, asa norte",international,230,Brazilian Real(R$),No,No,4,4.2,17,low,international,4.428571428571429
6601862,Taypíç,30,brasí_lia,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Brasí_lia",lago sul,"peruvian, latin american",100,Brazilian Real(R$),No,No,4,3.6,5,low,peruvian,3.9387755102040813
6601595,Outback Steakhouse,30,brasí_lia,"ParkShopping - Piso 2, SAI/SO, írea 6580, Guaríç I, Brasí_lia","parkshopping, guaríç i","american, grill",150,Brazilian Real(R$),No,No,4,4.0,10,low,american,4.26530612244898
6601158,Manzuíç,30,brasí_lia,"Pontí£o Lago Sul, SHIS 10, Lote 9, Lago Sul, Brasí_lia","pontí£o lago sul, lago sul",seafood,240,Brazilian Real(R$),No,No,4,3.2,6,low,seafood,3.6122448979591835
6600427,Coco Bambu,30,brasí_lia,"SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, Brasí_lia",setor de clubes esportivos sul,international,230,Brazilian Real(R$),No,No,4,4.9,30,low,international,5.0
6600116,Gero,30,brasí_lia,"Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Brasí_lia","shopping iguatemi, lago norte",italian,350,Brazilian Real(R$),No,No,4,3.3,8,medium,italian,3.6938775510204076
6601457,Brazilian American Burgers,30,brasí_lia,"CLSN 301, Bloco C, Loja 86, Sudoeste, Brasí_lia",sudoeste,"american, burger",50,Brazilian Real(R$),No,No,2,3.6,9,low,american,3.9387755102040813
7303219,Pesqueiro Eco Gourmet,30,rio de janeiro,"Praia da Barra da Tijuca, Avenida Lí_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro",barra da tijuca,"seafood, bar food, brazilian",140,Brazilian Real(R$),No,No,4,4.0,7,low,seafood,4.26530612244898
7304307,Confeitaria Colombo,30,rio de janeiro,"Rua Goní_alves Dias, 32, Centro, Rio de Janeiro",centro,"desserts, cafe",100,Brazilian Real(R$),No,No,4,4.8,29,low,desserts,4.9183673469387745
7301215,Bibi,30,rio de janeiro,"Rua Santa Clara, 36, Copabana, Rio de Janeiro",copacabana,"juices, healthy food",60,Brazilian Real(R$),No,No,3,4.7,24,low,juices,4.836734693877551
7300596,Cervantes,30,rio de janeiro,"Avenida Prado Junior, 335 B, Copacabana, Rio de Janeiro",copacabana,"beverages, bar food, fast food",90,Brazilian Real(R$),No,No,3,4.5,29,low,beverages,4.673469387755102
7300612,Amir,30,rio de janeiro,"Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro",copacabana,lebanese,170,Brazilian Real(R$),No,No,4,4.2,11,low,lebanese,4.428571428571429
7300704,TT Burger,30,rio de janeiro,"Galeria River, Rua Francisco Otaviano, 67, Copacabana, Rio de Janeiro","galeria river, copacabana",burger,60,Brazilian Real(R$),No,No,3,4.8,19,low,burger,4.9183673469387745
7300955,Braseiro da Gíçvea,30,rio de janeiro,"Praí_a Santos Dumont, 116, Gíçvea, Rio de Janeiro",gíçvea,"brazilian, bar food",100,Brazilian Real(R$),No,No,4,4.9,40,low,brazilian,5.0
7300521,Balada Mix,30,rio de janeiro,"Rua Aní_bal de Mendoní_a, 37, Ipanema, Rio de Janeiro",ipanema,"brazilian, healthy food, juices, pizza",90,Brazilian Real(R$),No,No,3,4.6,21,low,brazilian,4.755102040816325
7300515,Garota de Ipanema,30,rio de janeiro,"Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro",ipanema,"brazilian, bar food",120,Brazilian Real(R$),No,No,4,4.9,49,low,brazilian,5.0
7300483,Zazíç BistríÇ Tropical,30,rio de janeiro,"Rua Joana Angí©lica, 40, Ipanema, Rio de Janeiro",ipanema,brazilian,170,Brazilian Real(R$),No,No,4,4.6,21,low,brazilian,4.755102040816325
7301064,Filí© de Ouro,30,rio de janeiro,"Rua Jardim Botí¢nico, 731, Jardim Botí¢nico, Lagoa, Rio de Janeiro",lagoa,brazilian,90,Brazilian Real(R$),No,No,3,4.3,14,low,brazilian,4.5102040816326525
7304312,D.O.C Ristorante,30,rio de janeiro,"Le Monde, Bloco 3, Lojas A/B, Avenida das Amí©ricas, 3500, Barra da Tijuca, Rio de Janeiro","le monde, barra da tijuca",italian,150,Brazilian Real(R$),No,No,4,4.0,5,low,italian,4.26530612244898
7300004,Sushi Leblon,30,rio de janeiro,"Rua Dias Ferreira, 256, Leblon, Rio de Janeiro",leblon,japanese,250,Brazilian Real(R$),No,No,4,4.6,25,low,japanese,4.755102040816325
7300868,Talho Capixaba,30,rio de janeiro,"Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro",leblon,"bakery, sandwich, brazilian",120,Brazilian Real(R$),No,No,4,4.4,13,low,bakery,4.591836734693878
7302637,Leme Light,30,rio de janeiro,"Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro",leme,brazilian,40,Brazilian Real(R$),No,No,2,4.2,7,low,brazilian,4.428571428571429
7302140,Shirley,30,rio de janeiro,"Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro",leme,"brazilian, seafood",250,Brazilian Real(R$),No,No,4,4.2,8,low,brazilian,4.428571428571429
7305048,Quiosque Chopp Brahma,30,rio de janeiro,"Madureira Shopping - Loja 289/290, Piso 2, Estrada do Portela, 222, Madureira, Rio de Janeiro, RJ",madureira,"bar food, brazilian",70,Brazilian Real(R$),No,No,3,0.0,1,low,bar food,1.0
7302898,Aprazí_vel,30,rio de janeiro,"Rua Aprazí_vel, 62, Santa Teresa, Rio de Janeiro",santa teresa,brazilian,300,Brazilian Real(R$),No,No,4,4.7,44,medium,brazilian,4.836734693877551
7302859,Aconchego Carioca,30,rio de janeiro,"Rua Barí£o de Iguatemi, 379, Tijuca, Rio de Janeiro",tijuca,"brazilian, bar food",85,Brazilian Real(R$),No,No,3,4.6,24,low,brazilian,4.755102040816325
7301700,Garota de Ipanema,30,rio de janeiro,"Avenida Joí£o Alves, 56, Urca, Rio de Janeiro",urca,"brazilian, bar food",80,Brazilian Real(R$),No,No,3,4.3,10,low,brazilian,4.5102040816326525
6706313,Cantina Famiglia Mancini,30,sí£o paulo,"Rua Avanhandava, 81, Bela Vista, Sí£o Paulo 10000","bela vista, centro","italian, pizza",250,Brazilian Real(R$),No,No,4,4.5,49,low,italian,4.673469387755102
6704326,Templo da Carne - Marcos Bassi,30,sí£o paulo,"Rua Treze de Maio, 668, Bela Vista, Sí£o Paulo 01327000","bela vista, centro","steak, bbq",250,Brazilian Real(R$),No,No,4,4.4,17,low,steak,4.591836734693878
6711179,Gopala Hari,30,sí£o paulo,"Rua Antonio Carlos, 429, Consolaí_í£o, Sí£o Paulo",consolaí_í£o,indian,70,Brazilian Real(R$),No,No,3,3.1,5,low,indian,3.530612244897959
6702797,Jiquitaia,30,sí£o paulo,"Rua AntíÇnio Carlos, 268, Consolaí_í£o, Sí£o Paulo",consolaí_í£o,brazilian,100,Brazilian Real(R$),No,No,4,4.1,15,low,brazilian,4.346938775510203
6700475,Skye - Hotel Unique,30,sí£o paulo,"Hotel Unique, Avenida Brigadeiro Luí_s AntíÇnio, 4700, Jardim Paulista, Sí£o Paulo","hotel unique, jardim paulista","beverages, international",300,Brazilian Real(R$),No,No,4,4.8,59,medium,beverages,4.9183673469387745
6713413,Les 3 Brasseurs,30,sí£o paulo,"Rua Jesuí_no Arruda, 470, Itaim Bibi, Sí£o Paulo",itaim bibi,"french, brazilian, beverages",120,Brazilian Real(R$),No,No,4,4.6,30,low,french,4.755102040816325
6714340,Red Steak & Burger,30,sí£o paulo,"Rua Tabapuí£, 1417, Itaim Bibi, Sí£o Paulo",itaim bibi,"brazilian, grill",75,Brazilian Real(R$),No,No,3,3.9,5,low,brazilian,4.183673469387754
6710645,Cantinho da Gula,30,sí£o paulo,"Rua Pedroso Alvarenga, 522, Itaim Bibi, Sí£o Paulo, SP",itaim bibi,brazilian,55,Brazilian Real(R$),No,No,2,0.0,0,low,brazilian,1.0
6700402,Paris 6 Classique,30,sí£o paulo,"Rua Haddock Lobo, 1240, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo",jardim paulista,french,200,Brazilian Real(R$),No,No,4,3.4,73,low,french,3.775510204081632
6700846,Kawa Sushi,30,sí£o paulo,"Alameda Lorena, 300, Jardim Paulista, Sí£o Paulo",jardim paulista,"sushi, japanese",120,Brazilian Real(R$),No,No,4,3.5,9,low,sushi,3.8571428571428568
6702159,A Figueira Rubaiyat,30,sí£o paulo,"Rua Haddock Lobo, 1738, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo 10000",jardim paulista,"bbq, grill, brazilian",300,Brazilian Real(R$),No,No,4,4.3,39,medium,bbq,4.5102040816326525
6711666,Kinoshita,30,sí£o paulo,"Rua Jacques Fí©lix, 405, Vila Nova Conceií_í£o, Moema, Sí£o Paulo",moema,sushi,230,Brazilian Real(R$),No,No,4,3.9,12,low,sushi,4.183673469387754
6701257,Meats,30,sí£o paulo,"Rua dos Pinheiros, 320, Pinheiros, Sí£o Paulo",pinheiros,"gourmet fast food, burger",120,Brazilian Real(R$),No,No,4,4.3,68,low,gourmet fast food,4.5102040816326525
6706211,Paribar,30,sí£o paulo,"Praí_a Dom Josí© Gaspar, 42, Repí_blica, Sí£o Paulo 10000",repí_blica,"brazilian, italian",150,Brazilian Real(R$),No,No,4,4.3,46,low,brazilian,4.5102040816326525
6705858,Terraí_o Itíçlia,30,sí£o paulo,"Edifí_cio Itíçlia - 41Á Andar, Avenida Ipiranga, 344, Repí_blica, Sí£o Paulo",repí_blica,italian,400,Brazilian Real(R$),No,No,4,4.4,37,medium,italian,4.591836734693878
6701419,Divino Fogí£o,30,sí£o paulo,"Shopping MetríÇ Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, Sí£o Paulo","shopping metríç santa cruz, vila mariana","brazilian, mineira",65,Brazilian Real(R$),No,No,3,0.0,2,low,brazilian,1.0
6703956,Super Grill,30,sí£o paulo,"Shopping Morumbi - Piso Lazer, Avenida Roque Petroni Jí_nior, 1089, Santo Amaro, Sí£o Paulo","shopping morumbi, santo amaro",brazilian,50,Brazilian Real(R$),No,No,2,0.0,2,low,brazilian,1.0
6709580,Esquina Mocotí_,30,sí£o paulo,"Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, Sí£o Paulo",vila maria,"brazilian, north eastern",100,Brazilian Real(R$),No,No,4,4.4,22,low,brazilian,4.591836734693878
6703176,Veloso,30,sí£o paulo,"Rua Conceií_í£o Veloso, 56, Vila Mariana, Sí£o Paulo",vila mariana,"brazilian, bar food, beverages",70,Brazilian Real(R$),No,No,3,4.6,58,low,brazilian,4.755102040816325
6713772,Sainte Marie Gastronomia,30,sí£o paulo,"Rua Dom Joí£o Batista da Costa, 70, Vila SíÇnia, Sí£o Paulo",vila síçnia,"lebanese, arabian",120,Brazilian Real(R$),No,No,4,4.1,11,low,lebanese,4.346938775510203
17284404,Austin's BBQ and Oyster Bar,216,albany,"2820 Meredyth Dr, Albany, GA 31707",albany,"bbq, burger, seafood",25,Dollar($),No,No,2,3.3,35,low,bbq,3.6938775510204076
17284203,BJ's Country Buffet,216,albany,"2401 Dawson Rd, Albany, GA 31707",albany,"american, bbq",10,Dollar($),No,No,1,3.3,25,low,american,3.6938775510204076
17284302,El Vaquero Mexican Restaurant,216,albany,"2700 Dawson Rd, Albany, GA 31707",albany,mexican,0,Dollar($),No,No,1,3.4,45,low,mexican,3.775510204081632
17284397,Elements Coffee Co - Northwest,216,albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",albany,"coffee and tea, sandwich",10,Dollar($),No,No,1,3.4,26,low,coffee and tea,3.775510204081632
17284094,Chick-fil-A,216,albany,"2703 Dawson Rd, Albany, GA 31707",albany,fast food,10,Dollar($),No,No,1,3.5,67,low,fast food,3.8571428571428568
17284409,Guang Zhou Chinese Restaurant,216,albany,"1214 N Westover Blvd, Albany, GA 31707",albany,"asian, chinese, vegetarian",10,Dollar($),No,No,1,3.9,141,low,asian,4.183673469387754
17284139,Harvest Moon,216,albany,"2347 Dawson Road, Albany, GA 31707",albany,"pizza, bar food, sandwich",25,Dollar($),No,No,2,3.7,147,low,pizza,4.020408163265306
17284403,Henry Campbell's Steakhouse,216,albany,"629 N. Westover Blvd, Albany, GA 31707",albany,"steak, tapas, bar food",70,Dollar($),No,No,4,3.5,51,low,steak,3.8571428571428568
17284145,Hong Kong Cafe,216,albany,"2700 Dawson Rd, Albany, GA 31707",albany,"chinese, seafood, vegetarian",25,Dollar($),No,No,2,3.6,88,low,chinese,3.9387755102040813
17284150,House of China Restaurant II,216,albany,"2526 Dawson Rd Ste A, Albany, GA 31707",albany,chinese,10,Dollar($),No,No,1,3.8,153,low,chinese,4.1020408163265305
17284175,Locos Grill & Pub,216,albany,"547 N Westover Blvd, Albany, GA 31707",albany,"american, burger, sandwich",25,Dollar($),No,No,2,3.5,57,low,american,3.8571428571428568
17284179,Longhorn Steakhouse,216,albany,"2733 Dawson Rd, Albany, GA 31707",albany,"american, steak",25,Dollar($),No,No,2,3.5,58,low,american,3.8571428571428568
17284197,Mikata Japanese Steakhouse,216,albany,"2610 Dawson Rd, Albany, GA 31707",albany,"japanese, steak, sushi",40,Dollar($),No,No,3,3.6,115,low,japanese,3.9387755102040813
17284241,Shogun Japanese Steak House,216,albany,"629 N Westover Blvd, Albany, GA 31707",albany,"japanese, steak, sushi",40,Dollar($),No,No,3,3.5,51,low,japanese,3.8571428571428568
17284390,The Catch Seafood Room & Oyster Bar,216,albany,"2332 Whispering Pines Road, Albany, GA 31707",albany,"seafood, tapas, bar food",40,Dollar($),No,No,3,3.8,250,low,seafood,4.1020408163265305
17284279,Villa Gargano,216,albany,"1604 N Slappey Blvd, Albany, GA 31701",albany,"italian, pizza",10,Dollar($),No,No,1,3.7,117,low,italian,4.020408163265306
17284364,3 Squares Diner,216,albany,"202 W Franklin St, Sylvester, GA 31791",sylvester,"american, breakfast, diner",10,Dollar($),No,No,1,3.4,20,low,american,3.775510204081632
16611114,Whitebull Hotel,14,armidale,"117 Marsh St, Armidale, NSW",armidale,"bar food, steak",20,Dollar($),No,No,2,3.5,25,low,bar food,3.8571428571428568
17293281,Last Resort Grill,216,athens,"184 W Clayton St, Athens, GA 30601",athens,"american, southern, southwestern",40,Dollar($),No,No,3,4.5,1821,low,american,4.673469387755102
17293301,Mama's Boy Restaurant,216,athens,"197 Oak St, GA 30601",athens,southern,10,Dollar($),No,No,1,4.5,849,low,southern,4.673469387755102
17293409,Sr. Sol 1,216,athens,"175 Tallassee Rd, Athens, GA 30606",athens,mexican,10,Dollar($),No,No,1,4.6,917,low,mexican,4.755102040816325
17293163,Choo Choo Eastside,216,athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",athens,"japanese, korean",10,Dollar($),No,No,1,3.9,439,low,japanese,4.183673469387754
17293228,The Grill,216,athens,"171 College Ave, Athens, GA 30601",athens,"breakfast, burger, sandwich",10,Dollar($),No,No,1,3.7,289,low,breakfast,4.020408163265306
17293880,Big City Bread Cafe,216,athens,"393 N Finley St, Athens, GA 30601",athens,"breakfast, sandwich",10,Dollar($),No,No,1,4.3,558,low,breakfast,4.5102040816326525
17293169,Clocked,216,athens,"259 W Washington St, Athens, GA 30601",athens,"american, burger, sandwich",10,Dollar($),No,No,1,4.2,613,low,american,4.428571428571429
17293186,DePalma's Italian Cafe - Downtown,216,athens,"401 E Broad St, Athens, GA 30601",athens,"american, italian, pizza",25,Dollar($),No,No,2,4.0,353,low,american,4.26530612244898
17293180,DePalma's Italian Cafe - East Side,216,athens,"1965 Barnett Shoals Rd, Athens, GA 30605",athens,"american, italian, pizza",25,Dollar($),No,No,2,4.1,387,low,american,4.346938775510203
17293205,Five & Ten,216,athens,"1073 South Milledge Ave, Athens, GA 30605",athens,american,40,Dollar($),No,No,3,4.3,755,low,american,4.5102040816326525
17293229,Grit,216,athens,"199 Prince Ave, Athens, GA 30601",athens,"international, southern, vegetarian",10,Dollar($),No,No,1,4.2,800,low,international,4.428571428571429
17293897,Ike & Jane,216,athens,"1307 Prince Ave, Athens, GA 30606",athens,sandwich,10,Dollar($),No,No,1,4.1,350,low,sandwich,4.346938775510203
17293273,La Dolce Vita Ristorante,216,athens,"323 E Broad St, Athens, GA 30601",athens,italian,40,Dollar($),No,No,3,4.1,464,low,italian,4.346938775510203
17293870,Shokitini,216,athens,"251 W Clayton St, Athens, GA 30601",athens,"asian, japanese, sushi",25,Dollar($),No,No,2,4.2,550,low,asian,4.428571428571429
17293877,Taqueria Del Sol,216,athens,"334 Prince Ave, Athens, GA 30601",athens,"mexican, spanish",10,Dollar($),No,No,1,4.1,543,low,mexican,4.346938775510203
17293890,The National,216,athens,"232 W. Hancock Ave., Athens, GA 30601",athens,"international, southern",40,Dollar($),No,No,3,4.1,465,low,international,4.346938775510203
17293915,The Royal Peasant,216,athens,"1675 S. Lumpkin St., Athens, GA 30606",athens,bar food,10,Dollar($),No,No,1,4.4,546,low,bar food,4.591836734693878
17293422,Transmetropolitan,216,athens,"145 E Clayton St, Athens, GA 30601",athens,"italian, pizza, sandwich",10,Dollar($),No,No,1,4.4,1098,low,italian,4.591836734693878
17293873,Trappeze Pub,216,athens,"269 N Hull St, Athens, GA 30601",athens,"burger, bar food",25,Dollar($),No,No,2,4.2,579,low,burger,4.428571428571429
17294014,Viva! Argentine Cuisine,216,athens,"247 Prince Ave, Athens, GA 30601",athens,"desserts, latin american, argentine",10,Dollar($),No,No,1,4.1,374,low,desserts,4.346938775510203
17294556,Miyabi Kyoto Japanese Steak House,216,augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",augusta,"chinese, steak",40,Dollar($),No,No,3,4.6,717,low,chinese,4.755102040816325
17294607,Rae's Coastal Cafe,216,augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",augusta,"american, caribbean, seafood",40,Dollar($),No,No,3,4.9,548,low,american,5.0
17294279,The Bee's Knees,216,augusta,"211 10th Street, Augusta, GA 30901",augusta,"international, tapas, vegetarian",25,Dollar($),No,No,2,4.5,631,low,international,4.673469387755102
17294300,Boll Weevil Cafe,216,augusta,"10 9th St, Augusta, GA 30901",augusta,"desserts, sandwich, southern",10,Dollar($),No,No,1,3.9,372,low,desserts,4.183673469387754
17295215,Farmhaus Burger,216,augusta,"1204 Broad St, Augusta, GA 30901",augusta,"american, burger",25,Dollar($),No,No,2,3.9,201,low,american,4.183673469387754
17295028,Manuel's Bread Cafe,216,augusta,"505 Railroad Ave, North Augusta, GA 29841",augusta,"breakfast, french",40,Dollar($),No,No,3,3.8,332,low,breakfast,4.1020408163265305
17294642,Sconyers Bar B Que,216,augusta,"2250 Sconyers Way, Augusta, GA 30906",augusta,bbq,25,Dollar($),No,No,2,3.5,304,low,bbq,3.8571428571428568
17295109,Frog Hollow Tavern,216,augusta,"1282 broad street, Augusta, GA 30901",augusta,american,40,Dollar($),No,No,3,4.3,368,low,american,4.5102040816326525
